location,date,vaccine,total_vaccinations
Chile,5/11/2021,Sinovac,13522041
Chile,5/12/2021,Oxford/AstraZeneca,73734
Chile,5/12/2021,Pfizer/BioNTech,2595076
Chile,5/12/2021,Sinovac,13644207
Chile,5/13/2021,Oxford/AstraZeneca,74282
Chile,5/13/2021,Pfizer/BioNTech,2643012
Chile,5/13/2021,Sinovac,13753375
Chile,5/14/2021,Oxford/AstraZeneca,74515
Chile,5/14/2021,Pfizer/BioNTech,2687933
Chile,5/14/2021,Sinovac,13867655
Chile,5/15/2021,Oxford/AstraZeneca,74555
Chile,5/15/2021,Pfizer/BioNTech,2688227
Chile,5/15/2021,Sinovac,13868778
Chile,5/16/2021,Oxford/AstraZeneca,74555
Chile,5/16/2021,Pfizer/BioNTech,2688307
Chile,5/16/2021,Sinovac,13869134
Chile,5/17/2021,Oxford/AstraZeneca,74849
Chile,5/17/2021,Pfizer/BioNTech,2741675
Chile,5/17/2021,Sinovac,13987077
Chile,5/18/2021,Oxford/AstraZeneca,76275
Chile,5/18/2021,Pfizer/BioNTech,2820291
Chile,5/18/2021,Sinovac,14090729
Chile,5/19/2021,Oxford/AstraZeneca,82778
Chile,5/19/2021,Pfizer/BioNTech,2899925
Chile,5/19/2021,Sinovac,14171613
Chile,5/20/2021,Oxford/AstraZeneca,89482
Chile,5/20/2021,Pfizer/BioNTech,2970931
Chile,5/20/2021,Sinovac,14285697
Chile,5/21/2021,Oxford/AstraZeneca,89552
Chile,5/21/2021,Pfizer/BioNTech,2977982
Chile,5/21/2021,Sinovac,14288238
Chile,5/22/2021,Oxford/AstraZeneca,90039
Chile,5/22/2021,Pfizer/BioNTech,2990561
Chile,5/22/2021,Sinovac,14308261
Chile,5/23/2021,Oxford/AstraZeneca,90059
Chile,5/23/2021,Pfizer/BioNTech,2991692
Chile,5/23/2021,Sinovac,14311397
Chile,5/24/2021,Oxford/AstraZeneca,102386
Chile,5/24/2021,Pfizer/BioNTech,3066031
Chile,5/24/2021,Sinovac,14461639
Chile,5/25/2021,Oxford/AstraZeneca,119802
Chile,5/25/2021,Pfizer/BioNTech,3177639
Chile,5/25/2021,Sinovac,14579309
Chile,5/26/2021,Oxford/AstraZeneca,144814
Chile,5/26/2021,Pfizer/BioNTech,3252201
Chile,5/26/2021,Sinovac,14708694
Chile,5/27/2021,Oxford/AstraZeneca,177856
Chile,5/27/2021,Pfizer/BioNTech,3309814
Chile,5/27/2021,Sinovac,14821192
Chile,5/28/2021,Oxford/AstraZeneca,208750
Chile,5/28/2021,Pfizer/BioNTech,3359063
Chile,5/28/2021,Sinovac,14927325
Chile,5/29/2021,Oxford/AstraZeneca,216924
Chile,5/29/2021,Pfizer/BioNTech,3371588
Chile,5/29/2021,Sinovac,14953988
Chile,5/30/2021,Oxford/AstraZeneca,218261
Chile,5/30/2021,Pfizer/BioNTech,3373206
Chile,5/30/2021,Sinovac,14961125
Chile,5/31/2021,CanSino,74
Chile,5/31/2021,Oxford/AstraZeneca,258918
Chile,5/31/2021,Pfizer/BioNTech,3444435
Chile,5/31/2021,Sinovac,15064760
Chile,6/1/2021,CanSino,10449
Chile,6/1/2021,Oxford/AstraZeneca,300487
Chile,6/1/2021,Pfizer/BioNTech,3551558
Chile,6/1/2021,Sinovac,15126975
Chile,6/2/2021,CanSino,33751
Chile,6/2/2021,Oxford/AstraZeneca,329963
Chile,6/2/2021,Pfizer/BioNTech,3634632
Chile,6/2/2021,Sinovac,15195255
Chile,6/3/2021,CanSino,73355
Chile,6/3/2021,Oxford/AstraZeneca,332010
Chile,6/3/2021,Pfizer/BioNTech,3682503
Chile,6/3/2021,Sinovac,15269480
Chile,6/4/2021,CanSino,107695
Chile,6/4/2021,Oxford/AstraZeneca,333348
Chile,6/4/2021,Pfizer/BioNTech,3707220
Chile,6/4/2021,Sinovac,15354219
Chile,6/5/2021,CanSino,117602
Chile,6/5/2021,Oxford/AstraZeneca,333605
Chile,6/5/2021,Pfizer/BioNTech,3712388
Chile,6/5/2021,Sinovac,15376596
Chile,6/6/2021,CanSino,119392
Chile,6/6/2021,Oxford/AstraZeneca,333634
Chile,6/6/2021,Pfizer/BioNTech,3712980
Chile,6/6/2021,Sinovac,15379182
Chile,6/7/2021,CanSino,146848
Chile,6/7/2021,Oxford/AstraZeneca,335287
Chile,6/7/2021,Pfizer/BioNTech,3725010
Chile,6/7/2021,Sinovac,15519380
Chile,6/8/2021,CanSino,166916
Chile,6/8/2021,Oxford/AstraZeneca,336711
Chile,6/8/2021,Pfizer/BioNTech,3738895
Chile,6/8/2021,Sinovac,15668670
Chile,6/9/2021,CanSino,183640
Chile,6/9/2021,Oxford/AstraZeneca,338407
Chile,6/9/2021,Pfizer/BioNTech,3751441
Chile,6/9/2021,Sinovac,15831291
Chile,6/10/2021,CanSino,196781
Chile,6/10/2021,Oxford/AstraZeneca,339475
Chile,6/10/2021,Pfizer/BioNTech,3765606
Chile,6/10/2021,Sinovac,16005934
Chile,6/11/2021,CanSino,200828
Chile,6/11/2021,Oxford/AstraZeneca,340517
Chile,6/11/2021,Pfizer/BioNTech,3782676
Chile,6/11/2021,Sinovac,16162682
Chile,6/12/2021,CanSino,201220
Chile,6/12/2021,Oxford/AstraZeneca,340792
Chile,6/12/2021,Pfizer/BioNTech,3785541
Chile,6/12/2021,Sinovac,16191652
Chile,6/13/2021,CanSino,201269
Chile,6/13/2021,Oxford/AstraZeneca,340803
Chile,6/13/2021,Pfizer/BioNTech,3786090
Chile,6/13/2021,Sinovac,16193110
Chile,6/14/2021,CanSino,205441
Chile,6/14/2021,Oxford/AstraZeneca,341786
Chile,6/14/2021,Pfizer/BioNTech,3818305
Chile,6/14/2021,Sinovac,16377302
Chile,6/15/2021,CanSino,209110
Chile,6/15/2021,Oxford/AstraZeneca,342434
Chile,6/15/2021,Pfizer/BioNTech,3871620
Chile,6/15/2021,Sinovac,16530248
Chile,6/16/2021,CanSino,213065
Chile,6/16/2021,Oxford/AstraZeneca,343117
Chile,6/16/2021,Pfizer/BioNTech,3943379
Chile,6/16/2021,Sinovac,16680601
Chile,6/17/2021,CanSino,216107
Chile,6/17/2021,Oxford/AstraZeneca,343762
Chile,6/17/2021,Pfizer/BioNTech,4010072
Chile,6/17/2021,Sinovac,16793959
Chile,6/18/2021,CanSino,218482
Chile,6/18/2021,Oxford/AstraZeneca,344458
Chile,6/18/2021,Pfizer/BioNTech,4047717
Chile,6/18/2021,Sinovac,16860330
Chile,6/19/2021,CanSino,218760
Chile,6/19/2021,Oxford/AstraZeneca,344576
Chile,6/19/2021,Pfizer/BioNTech,4059178
Chile,6/19/2021,Sinovac,16885106
Chile,6/20/2021,CanSino,218772
Chile,6/20/2021,Oxford/AstraZeneca,344586
Chile,6/20/2021,Pfizer/BioNTech,4060381
Chile,6/20/2021,Sinovac,16887804
Chile,6/21/2021,CanSino,218850
Chile,6/21/2021,Oxford/AstraZeneca,344675
Chile,6/21/2021,Pfizer/BioNTech,4069341
Chile,6/21/2021,Sinovac,16897610
Chile,6/22/2021,CanSino,222608
Chile,6/22/2021,Oxford/AstraZeneca,346219
Chile,6/22/2021,Pfizer/BioNTech,4225128
Chile,6/22/2021,Sinovac,17037606
Chile,6/23/2021,CanSino,235020
Chile,6/23/2021,Oxford/AstraZeneca,348191
Chile,6/23/2021,Pfizer/BioNTech,4334273
Chile,6/23/2021,Sinovac,17159037
Chile,6/24/2021,CanSino,298557
Chile,6/24/2021,Oxford/AstraZeneca,351279
Chile,6/24/2021,Pfizer/BioNTech,4414962
Chile,6/24/2021,Sinovac,17258966
Chile,6/25/2021,CanSino,348572
Chile,6/25/2021,Oxford/AstraZeneca,354901
Chile,6/25/2021,Pfizer/BioNTech,4482881
Chile,6/25/2021,Sinovac,17343149
Chile,6/26/2021,CanSino,358644
Chile,6/26/2021,Oxford/AstraZeneca,356015
Chile,6/26/2021,Pfizer/BioNTech,4502966
Chile,6/26/2021,Sinovac,17363721
Chile,6/27/2021,CanSino,359899
Chile,6/27/2021,Oxford/AstraZeneca,356098
Chile,6/27/2021,Pfizer/BioNTech,4505075
Chile,6/27/2021,Sinovac,17365793
Chile,6/28/2021,CanSino,361121
Chile,6/28/2021,Oxford/AstraZeneca,356246
Chile,6/28/2021,Pfizer/BioNTech,4507575
Chile,6/28/2021,Sinovac,17367302
Chile,6/29/2021,CanSino,393006
Chile,6/29/2021,Oxford/AstraZeneca,361563
Chile,6/29/2021,Pfizer/BioNTech,4632902
Chile,6/29/2021,Sinovac,17445160
Chile,6/30/2021,CanSino,415835
Chile,6/30/2021,Oxford/AstraZeneca,365426
Chile,6/30/2021,Pfizer/BioNTech,4757726
Chile,6/30/2021,Sinovac,17490720
Chile,7/1/2021,CanSino,429827
Chile,7/1/2021,Oxford/AstraZeneca,368174
Chile,7/1/2021,Pfizer/BioNTech,4888624
Chile,7/1/2021,Sinovac,17521205
Chile,7/2/2021,CanSino,441271
Chile,7/2/2021,Oxford/AstraZeneca,370492
Chile,7/2/2021,Pfizer/BioNTech,4983242
Chile,7/2/2021,Sinovac,17551018
Chile,7/3/2021,CanSino,444698
Chile,7/3/2021,Oxford/AstraZeneca,371039
Chile,7/3/2021,Pfizer/BioNTech,5005510
Chile,7/3/2021,Sinovac,17561657
Chile,7/4/2021,CanSino,445098
Chile,7/4/2021,Oxford/AstraZeneca,371104
Chile,7/4/2021,Pfizer/BioNTech,5008325
Chile,7/4/2021,Sinovac,17562701
Chile,7/5/2021,CanSino,455493
Chile,7/5/2021,Oxford/AstraZeneca,374599
Chile,7/5/2021,Pfizer/BioNTech,5074954
Chile,7/5/2021,Sinovac,17609748
Chile,7/6/2021,CanSino,463072
Chile,7/6/2021,Oxford/AstraZeneca,377840
Chile,7/6/2021,Pfizer/BioNTech,5131344
Chile,7/6/2021,Sinovac,17659338
Chile,7/7/2021,CanSino,467861
Chile,7/7/2021,Oxford/AstraZeneca,380595
Chile,7/7/2021,Pfizer/BioNTech,5215339
Chile,7/7/2021,Sinovac,17719789
Chile,7/8/2021,CanSino,471721
Chile,7/8/2021,Oxford/AstraZeneca,382580
Chile,7/8/2021,Pfizer/BioNTech,5282936
Chile,7/8/2021,Sinovac,17793783
Chile,7/9/2021,CanSino,475637
Chile,7/9/2021,Oxford/AstraZeneca,384679
Chile,7/9/2021,Pfizer/BioNTech,5342593
Chile,7/9/2021,Sinovac,17858133
Chile,7/10/2021,CanSino,477210
Chile,7/10/2021,Oxford/AstraZeneca,385641
Chile,7/10/2021,Pfizer/BioNTech,5364675
Chile,7/10/2021,Sinovac,17873894
Chile,7/11/2021,CanSino,477382
Chile,7/11/2021,Oxford/AstraZeneca,385708
Chile,7/11/2021,Pfizer/BioNTech,5367567
Chile,7/11/2021,Sinovac,17875498
Chile,7/12/2021,CanSino,481449
Chile,7/12/2021,Oxford/AstraZeneca,388085
Chile,7/12/2021,Pfizer/BioNTech,5425704
Chile,7/12/2021,Sinovac,17961557
Chile,7/13/2021,CanSino,484260
Chile,7/13/2021,Oxford/AstraZeneca,389760
Chile,7/13/2021,Pfizer/BioNTech,5513268
Chile,7/13/2021,Sinovac,18037301
Chile,7/14/2021,CanSino,486968
Chile,7/14/2021,Oxford/AstraZeneca,391127
Chile,7/14/2021,Pfizer/BioNTech,5577436
Chile,7/14/2021,Sinovac,18120539
Chile,7/15/2021,CanSino,492198
Chile,7/15/2021,Oxford/AstraZeneca,394122
Chile,7/15/2021,Pfizer/BioNTech,5637371
Chile,7/15/2021,Sinovac,18210880
Chile,7/16/2021,CanSino,492294
Chile,7/16/2021,Oxford/AstraZeneca,394227
Chile,7/16/2021,Pfizer/BioNTech,5639445
Chile,7/16/2021,Sinovac,18213021
Chile,7/17/2021,CanSino,492759
Chile,7/17/2021,Oxford/AstraZeneca,394525
Chile,7/17/2021,Pfizer/BioNTech,5647433
Chile,7/17/2021,Sinovac,18226850
Chile,7/18/2021,CanSino,492861
Chile,7/18/2021,Oxford/AstraZeneca,394525
Chile,7/18/2021,Pfizer/BioNTech,5648153
Chile,7/18/2021,Sinovac,18228106
Croatia,1/1/2021,Pfizer/BioNTech,1957
Croatia,1/8/2021,Johnson&Johnson,1
Croatia,1/8/2021,Moderna,5
Croatia,1/8/2021,Pfizer/BioNTech,30727
Croatia,1/15/2021,Moderna,1488
Croatia,1/15/2021,Oxford/AstraZeneca,2
Croatia,1/15/2021,Pfizer/BioNTech,47766
Croatia,1/22/2021,Moderna,2629
Croatia,1/22/2021,Pfizer/BioNTech,70173
Croatia,1/29/2021,Moderna,2714
Croatia,1/29/2021,Pfizer/BioNTech,86508
Croatia,2/5/2021,Johnson&Johnson,2
Croatia,2/5/2021,Moderna,3188
Croatia,2/5/2021,Oxford/AstraZeneca,6
Croatia,2/5/2021,Pfizer/BioNTech,103379
Croatia,2/12/2021,Moderna,8204
Croatia,2/12/2021,Oxford/AstraZeneca,3170
Croatia,2/12/2021,Pfizer/BioNTech,123967
Croatia,2/19/2021,Johnson&Johnson,3
Croatia,2/19/2021,Moderna,13245
Croatia,2/19/2021,Oxford/AstraZeneca,18888
Croatia,2/19/2021,Pfizer/BioNTech,143745
Croatia,2/26/2021,Moderna,14384
Croatia,2/26/2021,Oxford/AstraZeneca,59495
Croatia,2/26/2021,Pfizer/BioNTech,163522
Croatia,3/5/2021,Moderna,22797
Croatia,3/5/2021,Oxford/AstraZeneca,83675
Croatia,3/5/2021,Pfizer/BioNTech,187325
Croatia,3/12/2021,Johnson&Johnson,4
Croatia,3/12/2021,Moderna,29471
Croatia,3/12/2021,Oxford/AstraZeneca,116630
Croatia,3/12/2021,Pfizer/BioNTech,210538
Croatia,3/19/2021,Johnson&Johnson,9
Croatia,3/19/2021,Moderna,44667
Croatia,3/19/2021,Oxford/AstraZeneca,137040
Croatia,3/19/2021,Pfizer/BioNTech,241304
Croatia,3/26/2021,Johnson&Johnson,10
Croatia,3/26/2021,Moderna,52496
Croatia,3/26/2021,Oxford/AstraZeneca,157283
Croatia,3/26/2021,Pfizer/BioNTech,274543
Croatia,4/2/2021,Johnson&Johnson,12
Croatia,4/2/2021,Moderna,71628
Croatia,4/2/2021,Oxford/AstraZeneca,172844
Croatia,4/2/2021,Pfizer/BioNTech,306512
Croatia,4/9/2021,Johnson&Johnson,25
Croatia,4/9/2021,Moderna,83751
Croatia,4/9/2021,Oxford/AstraZeneca,201351
Croatia,4/9/2021,Pfizer/BioNTech,334007
Croatia,4/16/2021,Johnson&Johnson,29
Croatia,4/16/2021,Moderna,103869
Croatia,4/16/2021,Oxford/AstraZeneca,232311
Croatia,4/16/2021,Pfizer/BioNTech,393452
Croatia,4/23/2021,Johnson&Johnson,29
Croatia,4/23/2021,Moderna,114701
Croatia,4/23/2021,Oxford/AstraZeneca,246894
Croatia,4/23/2021,Pfizer/BioNTech,470452
Croatia,4/30/2021,Johnson&Johnson,786
Croatia,4/30/2021,Moderna,129421
Croatia,4/30/2021,Oxford/AstraZeneca,266613
Croatia,4/30/2021,Pfizer/BioNTech,555992
Croatia,5/7/2021,Johnson&Johnson,3586
Croatia,5/7/2021,Moderna,146567
Croatia,5/7/2021,Oxford/AstraZeneca,306725
Croatia,5/7/2021,Pfizer/BioNTech,729109
Croatia,5/14/2021,Johnson&Johnson,6269
Croatia,5/14/2021,Moderna,171641
Croatia,5/14/2021,Oxford/AstraZeneca,345711
Croatia,5/14/2021,Pfizer/BioNTech,903823
Croatia,5/21/2021,Johnson&Johnson,9548
Croatia,5/21/2021,Moderna,195192
Croatia,5/21/2021,Oxford/AstraZeneca,378569
Croatia,5/21/2021,Pfizer/BioNTech,1056325
Croatia,5/28/2021,Johnson&Johnson,12519
Croatia,5/28/2021,Moderna,211000
Croatia,5/28/2021,Oxford/AstraZeneca,407890
Croatia,5/28/2021,Pfizer/BioNTech,1193751
Croatia,6/4/2021,Johnson&Johnson,14661
Croatia,6/4/2021,Moderna,221984
Croatia,6/4/2021,Oxford/AstraZeneca,425938
Croatia,6/4/2021,Pfizer/BioNTech,1296822
Croatia,6/11/2021,Johnson&Johnson,17429
Croatia,6/11/2021,Moderna,240130
Croatia,6/11/2021,Oxford/AstraZeneca,447005
Croatia,6/11/2021,Pfizer/BioNTech,1459083
Croatia,6/18/2021,Johnson&Johnson,19731
Croatia,6/18/2021,Moderna,258124
Croatia,6/18/2021,Oxford/AstraZeneca,463472
Croatia,6/18/2021,Pfizer/BioNTech,1624361
Croatia,6/25/2021,Johnson&Johnson,21720
Croatia,6/25/2021,Moderna,269000
Croatia,6/25/2021,Oxford/AstraZeneca,473496
Croatia,6/25/2021,Pfizer/BioNTech,1750136
Croatia,7/2/2021,Johnson&Johnson,24604
Croatia,7/2/2021,Moderna,279958
Croatia,7/2/2021,Oxford/AstraZeneca,493567
Croatia,7/2/2021,Pfizer/BioNTech,1883484
Croatia,7/9/2021,Johnson&Johnson,30107
Croatia,7/9/2021,Moderna,287209
Croatia,7/9/2021,Oxford/AstraZeneca,512657
Croatia,7/9/2021,Pfizer/BioNTech,1989529
Croatia,7/16/2021,Johnson&Johnson,37384
Croatia,7/16/2021,Moderna,293475
Croatia,7/16/2021,Oxford/AstraZeneca,518889
Croatia,7/16/2021,Pfizer/BioNTech,2058696
Croatia,7/20/2021,Johnson&Johnson,37748
Croatia,7/20/2021,Moderna,293661
Croatia,7/20/2021,Oxford/AstraZeneca,521076
Croatia,7/20/2021,Pfizer/BioNTech,2067544
Cyprus,1/1/2021,Pfizer/BioNTech,353
Cyprus,1/8/2021,Pfizer/BioNTech,6119
Cyprus,1/15/2021,Moderna,0
Cyprus,1/15/2021,Pfizer/BioNTech,10752
Cyprus,1/22/2021,Moderna,210
Cyprus,1/22/2021,Pfizer/BioNTech,17741
Cyprus,1/29/2021,Moderna,420
Cyprus,1/29/2021,Pfizer/BioNTech,24541
Cyprus,2/5/2021,Pfizer/BioNTech,32190
Cyprus,2/12/2021,Moderna,421
Cyprus,2/12/2021,Oxford/AstraZeneca,582
Cyprus,2/12/2021,Pfizer/BioNTech,42842
Cyprus,2/19/2021,Moderna,741
Cyprus,2/19/2021,Oxford/AstraZeneca,6122
Cyprus,2/19/2021,Pfizer/BioNTech,51095
Cyprus,2/26/2021,Moderna,951
Cyprus,2/26/2021,Oxford/AstraZeneca,18121
Cyprus,2/26/2021,Pfizer/BioNTech,58802
Cyprus,3/5/2021,Moderna,1301
Cyprus,3/5/2021,Oxford/AstraZeneca,28600
Cyprus,3/5/2021,Pfizer/BioNTech,68746
Cyprus,3/12/2021,Moderna,4195
Cyprus,3/12/2021,Oxford/AstraZeneca,40746
Cyprus,3/12/2021,Pfizer/BioNTech,78264
Cyprus,3/19/2021,Moderna,4304
Cyprus,3/19/2021,Oxford/AstraZeneca,41621
Cyprus,3/19/2021,Pfizer/BioNTech,85087
Cyprus,3/26/2021,Moderna,4304
Cyprus,3/26/2021,Oxford/AstraZeneca,48119
Cyprus,3/26/2021,Pfizer/BioNTech,94671
Cyprus,4/2/2021,Moderna,6546
Cyprus,4/2/2021,Oxford/AstraZeneca,52026
Cyprus,4/2/2021,Pfizer/BioNTech,102355
Cyprus,4/9/2021,Moderna,12455
Cyprus,4/9/2021,Oxford/AstraZeneca,59906
Cyprus,4/9/2021,Pfizer/BioNTech,112307
Cyprus,4/16/2021,Johnson&Johnson,0
Cyprus,4/16/2021,Moderna,13235
Cyprus,4/16/2021,Oxford/AstraZeneca,66739
Cyprus,4/16/2021,Pfizer/BioNTech,129841
Cyprus,4/23/2021,Oxford/AstraZeneca,77692
Cyprus,4/23/2021,Pfizer/BioNTech,150072
Cyprus,4/30/2021,Johnson&Johnson,1187
Cyprus,4/30/2021,Moderna,15632
Cyprus,4/30/2021,Oxford/AstraZeneca,84215
Cyprus,4/30/2021,Pfizer/BioNTech,191877
Cyprus,5/7/2021,Johnson&Johnson,2247
Cyprus,5/7/2021,Moderna,21437
Cyprus,5/7/2021,Oxford/AstraZeneca,95460
Cyprus,5/7/2021,Pfizer/BioNTech,237570
Cyprus,5/14/2021,Johnson&Johnson,5608
Cyprus,5/14/2021,Moderna,28312
Cyprus,5/14/2021,Oxford/AstraZeneca,120685
Cyprus,5/14/2021,Pfizer/BioNTech,279734
Cyprus,5/21/2021,Moderna,37386
Cyprus,5/21/2021,Oxford/AstraZeneca,143487
Cyprus,5/21/2021,Pfizer/BioNTech,327094
Cyprus,5/28/2021,Johnson&Johnson,5608
Cyprus,5/28/2021,Moderna,44433
Cyprus,5/28/2021,Oxford/AstraZeneca,159509
Cyprus,5/28/2021,Pfizer/BioNTech,373057
Cyprus,6/4/2021,Moderna,48320
Cyprus,6/4/2021,Oxford/AstraZeneca,169765
Cyprus,6/4/2021,Pfizer/BioNTech,410695
Cyprus,6/11/2021,Johnson&Johnson,6008
Cyprus,6/11/2021,Moderna,54573
Cyprus,6/11/2021,Oxford/AstraZeneca,180681
Cyprus,6/11/2021,Pfizer/BioNTech,446086
Cyprus,6/18/2021,Johnson&Johnson,12832
Cyprus,6/18/2021,Moderna,63072
Cyprus,6/18/2021,Oxford/AstraZeneca,190449
Cyprus,6/18/2021,Pfizer/BioNTech,479103
Cyprus,6/25/2021,Johnson&Johnson,14050
Cyprus,6/25/2021,Moderna,70062
Cyprus,6/25/2021,Oxford/AstraZeneca,197702
Cyprus,6/25/2021,Pfizer/BioNTech,500259
Cyprus,7/2/2021,Johnson&Johnson,14458
Cyprus,7/2/2021,Moderna,72282
Cyprus,7/2/2021,Oxford/AstraZeneca,208374
Cyprus,7/2/2021,Pfizer/BioNTech,529817
Cyprus,7/9/2021,Johnson&Johnson,14901
Cyprus,7/9/2021,Moderna,73040
Cyprus,7/9/2021,Oxford/AstraZeneca,220710
Cyprus,7/9/2021,Pfizer/BioNTech,559546
Cyprus,7/16/2021,Johnson&Johnson,15987
Cyprus,7/16/2021,Moderna,74576
Cyprus,7/16/2021,Oxford/AstraZeneca,224397
Cyprus,7/16/2021,Pfizer/BioNTech,585074
Czechia,12/27/2020,Pfizer/BioNTech,1258
Czechia,12/28/2020,Pfizer/BioNTech,3557
Czechia,12/29/2020,Pfizer/BioNTech,7011
Czechia,12/30/2020,Pfizer/BioNTech,10495
Czechia,12/31/2020,Pfizer/BioNTech,11800
Czechia,1/1/2021,Pfizer/BioNTech,12061
Czechia,1/2/2021,Pfizer/BioNTech,13330
Czechia,1/3/2021,Pfizer/BioNTech,14245
Czechia,1/4/2021,Pfizer/BioNTech,17831
Czechia,1/5/2021,Pfizer/BioNTech,22329
Czechia,1/6/2021,Pfizer/BioNTech,28156
Czechia,1/7/2021,Pfizer/BioNTech,36112
Czechia,1/8/2021,Pfizer/BioNTech,46071
Czechia,1/9/2021,Pfizer/BioNTech,48086
Czechia,1/10/2021,Pfizer/BioNTech,49841
Czechia,1/11/2021,Pfizer/BioNTech,59652
Czechia,1/12/2021,Pfizer/BioNTech,73040
Czechia,1/13/2021,Pfizer/BioNTech,86532
Czechia,1/14/2021,Moderna,1226
Czechia,1/14/2021,Pfizer/BioNTech,100485
Czechia,1/15/2021,Moderna,1985
Czechia,1/15/2021,Pfizer/BioNTech,113679
Czechia,1/16/2021,Moderna,2311
Czechia,1/16/2021,Pfizer/BioNTech,116729
Czechia,1/17/2021,Moderna,2400
Czechia,1/17/2021,Pfizer/BioNTech,119875
Czechia,1/18/2021,Moderna,2577
Czechia,1/18/2021,Pfizer/BioNTech,133979
Czechia,1/19/2021,Moderna,3352
Czechia,1/19/2021,Pfizer/BioNTech,148427
Czechia,1/20/2021,Moderna,4932
Czechia,1/20/2021,Pfizer/BioNTech,163107
Czechia,1/21/2021,Moderna,5890
Czechia,1/21/2021,Pfizer/BioNTech,179468
Czechia,1/22/2021,Moderna,6086
Czechia,1/22/2021,Pfizer/BioNTech,195122
Czechia,1/23/2021,Moderna,6127
Czechia,1/23/2021,Pfizer/BioNTech,199243
Czechia,1/24/2021,Moderna,6251
Czechia,1/24/2021,Pfizer/BioNTech,202229
Czechia,1/25/2021,Moderna,6448
Czechia,1/25/2021,Pfizer/BioNTech,214597
Czechia,1/26/2021,Moderna,6721
Czechia,1/26/2021,Pfizer/BioNTech,228795
Czechia,1/27/2021,Moderna,7023
Czechia,1/27/2021,Pfizer/BioNTech,241993
Czechia,1/28/2021,Moderna,7144
Czechia,1/28/2021,Pfizer/BioNTech,255021
Czechia,1/29/2021,Moderna,7295
Czechia,1/29/2021,Pfizer/BioNTech,268901
Czechia,1/30/2021,Moderna,7297
Czechia,1/30/2021,Pfizer/BioNTech,270707
Czechia,1/31/2021,Moderna,7298
Czechia,1/31/2021,Pfizer/BioNTech,272583
Czechia,2/1/2021,Moderna,7554
Czechia,2/1/2021,Pfizer/BioNTech,284181
Czechia,2/2/2021,Moderna,7881
Czechia,2/2/2021,Pfizer/BioNTech,298171
Czechia,2/3/2021,Moderna,8609
Czechia,2/3/2021,Pfizer/BioNTech,312802
Czechia,2/4/2021,Moderna,9747
Czechia,2/4/2021,Pfizer/BioNTech,329489
Czechia,2/5/2021,Moderna,10937
Czechia,2/5/2021,Pfizer/BioNTech,344370
Czechia,2/6/2021,Moderna,11195
Czechia,2/6/2021,Pfizer/BioNTech,347290
Czechia,2/7/2021,Moderna,11458
Czechia,2/7/2021,Pfizer/BioNTech,350351
Czechia,2/8/2021,Moderna,12365
Czechia,2/8/2021,Pfizer/BioNTech,364843
Czechia,2/9/2021,Moderna,14023
Czechia,2/9/2021,Oxford/AstraZeneca,1
Czechia,2/9/2021,Pfizer/BioNTech,380159
Czechia,2/10/2021,Moderna,15769
Czechia,2/10/2021,Pfizer/BioNTech,397075
Czechia,2/11/2021,Moderna,19143
Czechia,2/11/2021,Oxford/AstraZeneca,234
Czechia,2/11/2021,Pfizer/BioNTech,415903
Czechia,2/12/2021,Moderna,21378
Czechia,2/12/2021,Oxford/AstraZeneca,633
Czechia,2/12/2021,Pfizer/BioNTech,434648
Czechia,2/13/2021,Moderna,21864
Czechia,2/13/2021,Oxford/AstraZeneca,1072
Czechia,2/13/2021,Pfizer/BioNTech,438282
Czechia,2/14/2021,Moderna,22112
Czechia,2/14/2021,Oxford/AstraZeneca,1275
Czechia,2/14/2021,Pfizer/BioNTech,440194
Czechia,2/15/2021,Moderna,23527
Czechia,2/15/2021,Oxford/AstraZeneca,2027
Czechia,2/15/2021,Pfizer/BioNTech,453719
Czechia,2/16/2021,Moderna,26004
Czechia,2/16/2021,Oxford/AstraZeneca,3197
Czechia,2/16/2021,Pfizer/BioNTech,467789
Czechia,2/17/2021,Moderna,28739
Czechia,2/17/2021,Oxford/AstraZeneca,5241
Czechia,2/17/2021,Pfizer/BioNTech,480938
Czechia,2/18/2021,Moderna,31087
Czechia,2/18/2021,Oxford/AstraZeneca,7235
Czechia,2/18/2021,Pfizer/BioNTech,496875
Czechia,2/19/2021,Moderna,32479
Czechia,2/19/2021,Oxford/AstraZeneca,8974
Czechia,2/19/2021,Pfizer/BioNTech,512863
Czechia,2/20/2021,Moderna,32482
Czechia,2/20/2021,Oxford/AstraZeneca,9643
Czechia,2/20/2021,Pfizer/BioNTech,515323
Czechia,2/21/2021,Moderna,32582
Czechia,2/21/2021,Oxford/AstraZeneca,9846
Czechia,2/21/2021,Pfizer/BioNTech,517132
Czechia,2/22/2021,Moderna,33581
Czechia,2/22/2021,Oxford/AstraZeneca,11456
Czechia,2/22/2021,Pfizer/BioNTech,530607
Czechia,2/23/2021,Moderna,34362
Czechia,2/23/2021,Oxford/AstraZeneca,14192
Czechia,2/23/2021,Pfizer/BioNTech,546912
Czechia,2/24/2021,Moderna,35691
Czechia,2/24/2021,Oxford/AstraZeneca,17127
Czechia,2/24/2021,Pfizer/BioNTech,562472
Czechia,2/25/2021,Moderna,36873
Czechia,2/25/2021,Oxford/AstraZeneca,21486
Czechia,2/25/2021,Pfizer/BioNTech,580392
